year,category,area_kha_4D,area_kha_4II,soilC_tC_ha,co2_kg_ha,n2o_n_kg_ha,ch4_kg_ha,total_AR5_GWP100,total_AR6_GWP100,total_AR6_GWP20
2000,industrial_drained,88.72946055294116,76.90233427764704,-3.580311963745199,1108.8,0.30000000000000004,23.071951517847825,15.007553747660708,14.988253224714288,16.204145069704868
2000,industrial_rewet,5.424127385223529,5.424127385223529,-0.3829419084570717,832.4229097759701,,205.609604594199,7.993612169422804,7.788002564828606,18.62362872694289
2000,domestic_drained,101.13554072235294,101.13554072235294,-1.59,1108.8000000000002,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2000,near_natural,948.4311006236605,948.4311006236605,0.32999999999999996,623.3333333333334,,72.93333333333335,1.4554666666666676,1.3825333333333343,5.2261200000000025
2001,industrial_drained,84.86780564188236,74.86249903209412,-4.586330524126858,1108.8,0.29999999999999993,23.073453464600664,18.696330523569202,18.677028498676027,19.89299949626048
2001,industrial_rewet,7.06216263077647,7.06216263077647,-0.41196889217890376,819.5621068953405,,195.0296497460942,7.790944904441959,7.595915254695865,17.87397779631503
2001,domestic_drained,101.23142596790589,101.23142596790589,-1.59,1108.8,0.29999999999999993,32.894999999999996,7.984788571428572,7.955665000000001,9.6892315
2001,near_natural,940.5925017102801,940.5925017102801,0.33000000000000007,623.3333333333334,,72.93333333333334,1.4554666666666667,1.3825333333333334,5.22612
2002,industrial_drained,96.72183443529411,73.6199179717647,-5.404598413139596,1108.8000000000002,0.3,23.181383118842007,21.699668146934666,21.68025819238725,22.901917082750224
2002,industrial_rewet,8.60431263077647,8.60431263077647,-0.3938467209184175,830.3943837837896,,187.32403623175946,7.519572041640586,7.332248005408825,17.20422471482255
2002,domestic_drained,100.5300570282353,100.5300570282353,-1.59,1108.7999999999997,0.29999999999999993,32.894999999999996,7.984788571428571,7.955665,9.6892315
2002,near_natural,916.4523029168683,916.4523029168683,0.32999999999999996,623.3333333333335,,72.93333333333334,1.4554666666666674,1.3825333333333338,5.226120000000001
2003,industrial_drained,94.0169981049412,71.63792365524708,-5.280324941076105,1108.8,0.29999999999999993,23.193911490728304,21.244349543781347,21.224927060862047,22.44724619642343
2003,industrial_rewet,10.184506947294116,10.184506947294116,-0.38167694261132906,831.5165309628622,,182.35686915743545,7.336990990279261,7.154634121121826,16.764841125718675
2003,domestic_drained,100.56810134475295,100.56810134475295,-1.59,1108.8,0.3,32.894999999999996,7.984788571428572,7.955665000000001,9.6892315
2003,near_natural,911.8987606141859,911.8987606141859,0.32999999999999996,623.3333333333333,,72.93333333333334,1.4554666666666671,1.3825333333333336,5.22612
2004,industrial_drained,82.78519368517647,69.26958093425883,-6.434389499248844,1108.8000000000004,0.30000000000000004,23.153119236487907,25.474777407295996,25.455395716630935,26.675565100393847
2004,industrial_rewet,12.15104966828235,12.15104966828235,-0.3768215058895749,777.8926553633021,,182.1985286514706,7.26113031253292,7.078931783881449,16.68079424381395
2004,domestic_drained,100.99249406574118,100.99249406574118,-1.59,1108.8000000000002,0.29999999999999993,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2004,near_natural,916.3670173470762,916.3670173470762,0.33,623.3333333333334,,72.93333333333335,1.4554666666666676,1.3825333333333338,5.226120000000002
2005,industrial_drained,77.97830922117647,67.12248421105882,-6.958699629070145,1108.8000000000002,0.29999999999999993,23.14169355291621,27.39692796416742,27.37755769918593,28.597124949424618
2005,industrial_rewet,13.896346391482352,13.896346391482352,-0.3713018552058974,764.9877799542638,,180.3979998380594,7.177571911174884,6.997173911336825,16.504148502802558
2005,domestic_drained,101.19564078894118,101.19564078894118,-1.59,1108.8,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2005,near_natural,914.1324057330972,914.1324057330972,0.33000000000000007,623.3333333333334,,72.93333333333332,1.4554666666666662,1.382533333333333,5.226119999999999
2006,industrial_drained,76.77562610666668,66.66823963866666,-6.424398782121975,1108.8000000000002,0.30000000000000004,23.14790564859744,25.437998797369875,25.418622320292705,26.638516947973788
2006,industrial_rewet,14.13163805814902,14.13163805814902,-0.35280404214708166,766.9027325471791,,179.4947836807755,7.08637149681486,6.906876713134085,16.366251813110956
2006,domestic_drained,101.192927028,101.192927028,-1.59,1108.8000000000002,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2006,near_natural,913.0905471809403,913.0905471809403,0.32999999999999996,623.3333333333335,,72.93333333333334,1.4554666666666674,1.3825333333333338,5.226120000000001
2007,industrial_drained,77.65534197472712,66.25811501540393,-6.447791730583823,1108.8,0.30000000000000004,23.160689178600187,25.52413088057006,25.504741619962886,26.725309939675117
2007,industrial_rewet,14.366929724815687,14.366929724815687,-0.35152731254874764,768.7549615943121,,178.62115202610676,7.0590806976707094,6.8804595456446025,16.29379425742043
2007,domestic_drained,101.14609331792941,101.14609331792941,-1.59,1108.8,0.3,32.894999999999996,7.984788571428572,7.955665000000001,9.6892315
2007,near_natural,909.8167161168014,909.8167161168014,0.33000000000000007,623.3333333333333,,72.93333333333332,1.4554666666666662,1.3825333333333327,5.226119999999999
2008,industrial_drained,75.19506846965706,65.72099092348235,-6.542106502528902,1108.8000000000002,0.30000000000000004,23.154846344293656,25.869788111674765,25.850404693901897,27.07066509624617
2008,industrial_rewet,14.682387150070587,14.682387150070587,-0.351109134298858,761.5355182814483,,178.37749900279246,7.04350564945545,6.865128150452658,16.26562234789982
2008,domestic_drained,101.22625907651765,101.22625907651765,-1.5899999999999999,1108.8000000000002,0.29999999999999993,32.894999999999996,7.984788571428571,7.955665,9.6892315
2008,near_natural,911.8813664380284,911.8813664380284,0.33,623.3333333333334,,72.93333333333334,1.4554666666666671,1.3825333333333334,5.22612
2009,industrial_drained,74.01073997570627,65.08442991545098,-6.02563791341403,1108.8,0.3,23.19705589232399,23.97725181893175,23.957826191610852,25.180311037136327
2009,industrial_rewet,14.393662150070588,14.393662150070588,-0.34444195114104303,759.1592184122713,,181.301557496554,7.098556649166275,6.9172550916697215,16.47184717173812
2009,domestic_drained,101.16737841788236,101.16737841788236,-1.5899999999999999,1108.8,0.3,32.895,7.98478857142857,7.955664999999999,9.689231499999998
2009,near_natural,911.7716080272172,911.7716080272172,0.33000000000000007,623.3333333333335,,72.93333333333334,1.455466666666667,1.3825333333333334,5.22612
2010,industrial_drained,76.07080424784314,64.4100885457255,-6.21638104012846,1108.8,0.3,23.2344360844844,24.67768992893182,24.658226921418763,25.88268170307109
2010,industrial_rewet,14.104937150070587,14.104937150070587,-0.34853034244187975,756.6856338586712,,184.3453256748932,7.196299341709239,7.0119540160343465,16.726952679101217
2010,domestic_drained,101.14627812094118,101.14627812094118,-1.59,1108.8000000000002,0.30000000000000004,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2010,near_natural,909.0179830407948,909.0179830407948,0.33,623.3333333333334,,72.93333333333334,1.4554666666666671,1.3825333333333334,5.22612
2011,industrial_drained,75.42094358992155,63.82025092988235,-7.058234779764429,1108.8,0.29999999999999993,23.285348175318113,27.76591251280705,27.746398593203157,28.97353644204242
2011,industrial_rewet,13.91521215007059,13.91521215007059,-0.35383693916663117,755.0043215032542,,187.05493463907595,7.289944601675029,7.102889667035953,16.960684722515257
2011,domestic_drained,101.04417407011765,101.04417407011765,-1.59,1108.8,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2011,near_natural,908.9071401272877,908.9071401272877,0.33000000000000007,623.3333333333334,,72.93333333333335,1.4554666666666671,1.3825333333333338,5.226120000000002
2012,industrial_drained,81.33592210988927,65.29911944110044,-6.471804018747101,1108.7999999999997,0.29999999999999993,23.287934365140863,25.61573880239189,25.59622229659817,26.823496437641097
2012,industrial_rewet,14.006175109156722,14.006175109156722,-0.36048439457803905,755.8161046417936,,186.713030845973,7.305557081781847,7.118844050935875,16.958620776518654
2012,domestic_drained,100.87385249167059,100.87385249167059,-1.59,1108.8,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2012,near_natural,902.3587371097724,902.3587371097724,0.33,623.3333333333334,,72.93333333333334,1.4554666666666671,1.3825333333333334,5.22612
2013,industrial_drained,96.43881675287109,65.3978962422497,-5.442546516163164,1108.8,0.3,23.41617344000641,21.84538532034702,21.825740575478438,23.059772915766775
2013,industrial_rewet,13.96179701577314,13.96179701577314,-0.3586488903976207,755.4213814912766,,188.14747089021975,7.338596497875372,7.150449026985152,17.06582074289973
2013,domestic_drained,99.30441470988235,99.30441470988235,-1.5899999999999999,1108.8,0.3,32.895,7.98478857142857,7.955664999999999,9.689231499999998
2013,near_natural,886.8834165601742,886.8834165601742,0.33000000000000007,623.3333333333334,,72.93333333333335,1.4554666666666671,1.3825333333333338,5.226120000000002
2014,industrial_drained,94.74758701709783,64.34645812298018,-5.9666611028557766,1108.8000000000002,0.3,23.428835731471096,23.76749334904761,23.747835941887566,24.98253558493609
2014,industrial_rewet,14.18933275609778,14.18933275609778,-0.3633197294533238,753.2423629197909,,192.3866053187289,7.4722396531730535,7.279853047854324,17.418627148151337
2014,domestic_drained,98.53728795294117,98.53728795294117,-1.59,1108.8,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2014,near_natural,887.6630650000673,887.6630650000673,0.33000000000000007,623.3333333333333,,72.93333333333334,1.4554666666666667,1.3825333333333332,5.22612
2015,industrial_drained,107.17498465382832,63.980951372416556,-5.884907312090674,1108.7999999999995,0.3,23.54326394923685,23.47093343967301,23.451161604295198,24.69189161441998
2015,industrial_rewet,14.383195253363597,14.383195253363597,-0.3687822007969931,754.9508533935011,,196.2776963001679,7.602927752720509,7.406650056420343,17.75048465143919
2015,domestic_drained,97.08422982729411,97.08422982729411,-1.59,1108.8000000000002,0.30000000000000004,32.894999999999996,7.984788571428572,7.955665000000001,9.6892315
2015,near_natural,873.9714034374996,873.9714034374996,0.33,623.3333333333335,,72.93333333333334,1.4554666666666671,1.3825333333333336,5.22612
2016,industrial_drained,109.2962301315,63.12013701389999,-5.886793940135304,1108.7999999999997,0.3,23.58653167073179,23.479062572038508,23.4592474689392,24.702257687986766
2016,industrial_rewet,14.577057750629413,14.577057750629413,-0.37409937967437157,756.6139009204306,,200.06529086584797,7.730139770636869,7.530074479771022,18.073515308401213
2016,domestic_drained,96.12647930959999,96.12647930959999,-1.5900000000000003,1108.8,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2016,near_natural,870.6134668911335,870.6134668911335,0.33,623.3333333333331,,72.93333333333334,1.4554666666666667,1.3825333333333334,5.22612
2017,industrial_drained,95.90238613092265,61.479264218640296,-5.71001572689204,1108.8,0.3,23.504927895717206,22.828590884446132,22.808857385121843,24.047567085226138
2017,industrial_rewet,16.38401931416611,16.38401931416611,-0.3911628480284932,703.7732441219204,,208.48199834989578,7.975532974023477,7.767050975673581,18.75405228871309
2017,domestic_drained,95.94425674145883,95.94425674145883,-1.59,1108.8,0.30000000000000004,32.894999999999996,7.984788571428572,7.955665000000001,9.6892315
2017,near_natural,881.7745224050973,881.7745224050973,0.33,623.3333333333335,,72.93333333333334,1.4554666666666671,1.3825333333333336,5.22612
2018,industrial_drained,92.03028783393198,57.81143035628492,-5.471054754816651,1108.8,0.29999999999999993,23.51656353572375,21.95272645142322,21.932981316458925,23.172304214791566
2018,industrial_rewet,20.42374036935902,20.42374036935902,-0.4112602824881151,737.7036401499478,,197.02185525403928,7.762269956386136,7.565248101132097,17.94829987301997
2018,domestic_drained,93.55300750117647,93.55300750117647,-1.59,1108.8,0.3,32.894999999999996,7.984788571428572,7.955665000000001,9.6892315
2018,near_natural,880.6585825040379,880.6585825040379,0.33,623.3333333333335,,72.93333333333334,1.4554666666666671,1.3825333333333336,5.22612
2019,industrial_drained,92.4059367264192,54.89680171747802,-5.544763017593904,1108.7999999999995,0.29999999999999993,23.595506204499664,22.22520047633221,22.205376398699133,23.448859575676266
2019,industrial_rewet,23.2127138150053,23.2127138150053,-0.38864394048077805,754.8003386315094,,206.52196035642353,7.962443010374221,7.755921050017797,18.639628360801318
2019,domestic_drained,90.9778349995294,90.9778349995294,-1.5900000000000003,1108.8000000000002,0.3,32.895,7.984788571428573,7.9556650000000015,9.689231500000002
2019,near_natural,877.1389711659044,877.1389711659044,0.33,623.3333333333335,,72.93333333333334,1.4554666666666671,1.3825333333333336,5.22612
2020,industrial_drained,98.26000072352565,55.51466942319624,-5.913908193502041,1108.8000000000002,0.3,23.635477286893117,23.579851978302393,23.559987929586928,24.805577582606194
2020,industrial_rewet,22.927784034336298,22.927784034336298,-0.3852449463295058,753.2444485376328,,207.98716880973885,7.989449978418509,7.781462809608771,18.742386605882007
2020,domestic_drained,88.30024572103528,88.30024572103528,-1.59,1108.8,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2020,near_natural,871.2713519124383,871.2713519124383,0.33,623.3333333333335,,72.93333333333334,1.4554666666666671,1.3825333333333336,5.22612
2021,industrial_drained,85.2941692644699,46.428681040940496,-4.5227189954589,1108.7999999999997,0.30000000000000004,22.69971114358588,18.45262346679828,18.433695184226117,19.629969961493096
2021,industrial_rewet,31.913772416592042,31.913772416592042,-0.4200329655412346,777.6736483319486,,220.82867914026548,8.500997537910575,8.28016885877031,19.9178402494623
2021,domestic_drained,86.10244798823528,86.10244798823528,-1.59,1108.8,0.3,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2021,near_natural,875.095213213049,875.0952132130487,0.32999999999999985,623.3333333333334,,72.93333333333334,1.4554666666666676,1.3825333333333343,5.226120000000001
2022,industrial_drained,76.23894032329343,41.68381959388167,-3.640290309462043,1108.8,0.29999999999999993,22.70087924583866,15.217084325006212,15.198154874331802,16.3944912105875
2022,industrial_rewet,36.8998338636509,36.899833863650876,-0.4191825700471652,780.6798767788467,,216.21088237701824,8.371587340174962,8.155376457797946,19.549689959066807
2022,domestic_drained,83.9273094352941,83.9273094352941,-1.5900000000000003,1108.8000000000002,0.30000000000000004,32.894999999999996,7.984788571428573,7.9556650000000015,9.689231500000002
2022,near_natural,879.062648314232,879.0626483142322,0.3300000000000005,623.3333333333334,,72.93333333333334,1.4554666666666654,1.3825333333333316,5.226119999999998
2023,industrial_drained,68.77717912329344,37.622119033881674,-3.6120753432132684,1108.8,0.30000000000000004,22.644138317079115,15.112040702755436,15.093167993009788,16.286514082319858
2023,industrial_rewet,41.2615344236509,41.26153442365087,-0.414001992700666,783.5457821099192,,212.99374481820482,8.265377943588764,8.052384198770557,19.277154550689954
2023,domestic_drained,84.10625999529412,84.10625999529412,-1.59,1108.8,0.30000000000000004,32.895,7.984788571428572,7.955665000000001,9.689231500000002
2023,near_natural,881.983758394232,881.9837583942323,0.3300000000000005,623.3333333333334,,72.93333333333334,1.4554666666666654,1.3825333333333316,5.226119999999998
2024,industrial_drained,62.67718853505815,34.65711950446991,-3.5870371961951073,1108.7999999999997,0.3,22.633075653147216,15.019924409098753,15.001062762017035,16.193825848937895
2024,industrial_rewet,44.5265339530626,44.52653395306263,-0.4099770545182735,784.0965504289186,,210.70811263981773,8.18717290424415,7.976464791604333,19.08078232772273
2024,domestic_drained,84.27125952470588,84.27125952470588,-1.5899999999999999,1108.8,0.3,32.894999999999996,7.98478857142857,7.955664999999999,9.689231499999998
2024,near_natural,885.021949923644,885.0219499236441,0.3300000000000005,623.3333333333335,,72.93333333333334,1.4554666666666654,1.3825333333333318,5.226119999999998
